Retail Branding,Marketing Name,Device,Model
My,Android TV,shandao,Android TV
My,Android TV,tokyo,Android TV
My,Android TV,yeoksam,Android TV
My,Android TV,yeoksam,AndroidTV
My,Android TV,yeoksam,Cosmos
My Go,GoTab GBT10,GBT10,GoTab_GBT10
MyBox,MBIF-H533,DV8020,MBIF-H533
MyFon,F3,F3,F3
MyFon,F6,F6,F6
MyFon,S2,S2,S2
MyFon,S5,S5,S5
MyPhone (PL),C-Smart pix,C-Smart_pix_JMP,C-Smart_pix
MyPhone (PL),Cube LTE,CUBE_LTE_PLAY,CUBE_LTE
MyPhone (PL),Fun_LTE,Fun_LTE,myPhone Fun LTE
MyPhone (PL),Hammer AXE PRO,Hammer_AXE_Pro_OPM,Hammer AXE Pro
MyPhone (PL),Hammer Blade 2 Pro,Hammer_Blade2_PRO,Hammer_Blade2_PRO
MyPhone (PL),Hammer IRON 3 LTE,Hammer_IRON_3_LTE,Hammer_IRON_3_LTE
MyPhone (PL),Hammer Titan 2,Hammer_Titan_2,Hammer Titan 2
MyPhone (PL),Hammer_Active,HammerActive,Hammer Active
MyPhone (PL),Hammer_Energy_3G,Hammer_Energy_3G,Hammer Energy 3G
MyPhone (PL),Hammer_Explorer,Hammer_Explorer,Hammer_Explorer
MyPhone (PL),Hammer_IRON_3_LTE,Hammer_IRON_3_LTEv2,Hammer_IRON_3_LTE
MyPhone (PL),Hammer_Iron_2,Hammer_Iron_2,Hammer Iron 2
MyPhone (PL),Hykker MyTab10,Hykker_MyTab10,Hykker_MyTab10
MyPhone (PL),MyPhone Go!,myPhone_Go,myPhone Go
MyPhone (PL),Pocket_Pro,myPhone_Pocket_Pro,myPhone_Pocket_Pro
MyPhone (PL),Prime 4 Lite,Prime_4_Lite,Prime_4_Lite
MyPhone (PL),myPhone,Q_Smart_BE,Q_Smart_BE
MyPhone (PL),myPhone C-Smart Glam,C-Smart_Glam_JMP,C-Smart_Glam
MyPhone (PL),myPhone C-Smart IIIS,C_Smart_IIIS,C-Smart IIIS
MyPhone (PL),myPhone City,myPhone_City,City
MyPhone (PL),myPhone Fun 5,FUN5_OPM,FUN5
MyPhone (PL),myPhone Fun 6,myPhone_Fun_6,myPhone_Fun_6
MyPhone (PL),myPhone Fun 9,myPhone_Fun_9,myPhone_Fun_9
MyPhone (PL),myPhone HAMMER ENERGY,HAMMER_ENERGY_PLAY,HAMMER_ENERGY
MyPhone (PL),myPhone Hammer Energy,Hammer_Energy,Hammer Energy
MyPhone (PL),myPhone Luna II,LUNA_II_OPM,LUNA_II
MyPhone (PL),myPhone MAGNUS,MAGNUS_JMP,MAGNUS
MyPhone (PL),myPhone PRIME PLUS,Prime_Plus_OPM,Prime_Plus
MyPhone (PL),myPhone Pocket,Pocket_OPM,Pocket
MyPhone (PL),myPhone Prime 3,myPhone_Prime_3,myPhone_Prime_3
MyPhone (PL),myPhone Q-Smart Elite,Q-Smart_Elite_JMP,Q-Smart_Elite
MyPhone (PL),myPhone Q-Smart Plus,Q-Smart_Plus,Q-Smart_Plus
MyPhone (PL),myPhone_C-Smart _4,myPhone_C-Smart_4,myPhone_C-Smart_4
MyPhone (PL),myPhone_City_2,myPhone_City_2,myPhone_City_2
MyPhone (PL),myPhone_Fun5,myPhone_Fun5,Fun5
MyPhone (PL),myPhone_Power,myPhone_Power,Power
MyPhone (PL),myPhone_Prime_2,myPhone_Prime_2,Prime 2
MyanmarNet,TVie 1B,SEI140FT,TVie 1B
Myphone,CITY XL,myPhone_CityXL,CityXL
Myphone,CITY XL,myPhone_CityXL,myPhone CityXL
Myphone,CUBE,myphone_cube,myPhone Cube
Myphone,FUN_18x9,myPhone_FUN_18x9_EEA,myPhone_FUN_18x9_EEA
Myphone,Fun 18x9,FUN_18x9,FUN_18x9
Myphone,Fun 6 Lite,Fun6Lite,myPhone_Fun6Lite
Myphone,Fusion5_F803B,Fusion5_F803B,Fusion5_F803B
Myphone,HAMMER BOLT,Hammer_Bolt,Bolt
Myphone,Hammer AXE M LTE,AXE_M_LTE_OPM,HAMMER_AXE_M_LTE
Myphone,Hammer Active 2 LTE,Hammer_Active2_LTE,Hammer_Active2_LTE
Myphone,Hammer Blade,Hammer_Blade,Blade
Myphone,Hammer Energy,Hammer_Energy,Hammer Energy
Myphone,Hammer Energy 18x9,Hammer_Energy_18x9,Hammer_Energy_18x9
Myphone,Hammer Energy 2,Hammer_Energy_2,Hammer_Energy_2
Myphone,Hammer IRON 3,Hammer_IRON_3,Hammer_IRON_3
Myphone,Hammer IRON 4,Hammer_IRON_4,Hammer_IRON_4
Myphone,Hammer Iron 3 LTE,Hammer_Iron_3_LTE,Hammer_Iron_3_LTE
Myphone,Hammer_Active2,Hammer_Active2,Hammer_Active2
Myphone,Iron 2,IRON_2_EN,IRON_2
Myphone,Iron 2,IRON_2_OPM,IRON_2
Myphone,My phone PRIME PLUS,Prime_Plus_EN,Prime_Plus
Myphone,NB106M,NB106M,NB106M
Myphone,NB754,NB754,NB754
Myphone,NB961,NB961,NB961
Myphone,Pocket 18X9,myPhone_Pocket_18x9,myPhone_Pocket_18x9
Myphone,Pocket 18x9,Pocket_18x9,Pocket_18x9
Myphone,Pocket18X9 LTE,Pocket_18x9_LTE,Pocket_18x9_LTE
Myphone,Prime 18x9,Prime_18x9,Prime_18x9
Myphone,Prime 18x9 LTE,Prime_18x9_LTE,Prime_18x9_LTE
Myphone,Q-Smart_III,myPhone_Q-Smart_III,myPhone_Q-Smart_III
Myphone,SmartView_7_3G,SmartView_7_3G,SmartView_7_3G
Myphone,SmartView_8,SmartView_8_LTE,SmartView_8_LTE
Myphone,SmartView_9.6,SmartView_9_6_3G,SmartView_9_6_3G
Myphone,UNO,UNO_sprout,MyPhone UNO
Myphone,brown 1,V4701_I01,brown 1
Myphone,my28S,MyPhone_my28S,MyPhone my28S
Myphone,my28S DTV,MyPhone_my28S_DTV,MyPhone my28S DTV
Myphone,my28S Smart,MyPhone_my28S_Smart,my28S Smart
Myphone,my29S,my29S,my29S
Myphone,my71 DTV,my71_DTV,MyPhone my71 DTV
Myphone,my72 DTV,MyPhone_my72_DTV,MyPhone my72 DTV
Myphone,my73 DTV,MyPhone_my73_DTV,MyPhone my73 DTV
Myphone,my75 DTV,MyPhone_my75_DTV,MyPhone my75 DTV
Myphone,my76 DTV,MyPhonemy76DTV,MyPhone_my76 DTV
Myphone,my77 DTV,MyPhone_my77_DTV,MyPhone my77 DTV
Myphone,my81 DTV,MyPhone_my81_DTV,MyPhone my81 DTV
Myphone,my85 DTV,MyPhone_my85_DTV,MyPhone my85 DTV
Myphone,my86 DTV,MyPhone_my86_DTV,MyPhone_my86_DTV
Myphone,my87 DTV,MyPhone_my87_DTV,MyPhone my87 DTV
Myphone,my88 DTV,MyPhone_my88_DTV,MyPhone my88 DTV
Myphone,my89 DTV,MyPhone_my89_DTV,MyPhone my89 DTV
Myphone,my91 DTV,my91_DTV,MyPhone my91 DTV
Myphone,my92 DTV,MyPhone_my92_DTV,MyPhone my92 DTV
Myphone,my93 DTV,MyPhone_my93_DTV,MyPhone my93 DTV
Myphone,my95 DTV,MyPhone_my95_DTV,MyPhone my95 DTV
Myphone,my96 DTV,MyPhone_my96_DTV,MyPhone my96 DTV
Myphone,myA1,MY801,MY801
Myphone,myA1 Lite,myA1_Lite,myA1 Lite
Myphone,myA10,myA10,myA10
Myphone,myA11,MYA11,MYA11
Myphone,myA11i,myA11i,myA11i
Myphone,myA12,myA12,myA12
Myphone,myA13,MYA13,MYA13
Myphone,myA15,myA15,myA15
Myphone,myA16,myA16,myA16
Myphone,myA17,myA17,myA17
Myphone,myA18,myA18,myA18
Myphone,myA1_Plus,myA1_Plus,myA1_Plus
Myphone,myA2,MY802,MY802
Myphone,myA3,MY803,MY803
Myphone,myA5,MY805,MY805
Myphone,myA6_DTV,MY806,MY806
Myphone,myA7 DTV,myA7_DTV,myA7 DTV
Myphone,myA8 DTV,myA8_DTV,myA8 DTV
Myphone,myA9_DTV,myA9_DTV,myA9 DTV
Myphone,myG1,myG1,myG1
Myphone,myNX1,myNX1,myNX1
Myphone,myP1,myP1,myP1
Myphone,myPhone  Q-Smart III Plus,Q-Smart_III_Plus,Q-Smart_III_Plus
Myphone,myPhone FUN7 LTE,myPhone_Fun_7_LTE,myPhone_Fun_7_LTE
Myphone,myPhone Now eSIM,myPhone_Now_eSIM,myPhone_Now_eSIM
Myphone,myPhone Prime 3 Lite,Prime3Lite,Prime3Lite
Myphone,myPhone_Fun_8,myPhone_Fun_8,myPhone_Fun_8
Myphone,myPhone_Pocket_2,myPhone_Pocket_2,Pocket_2
Myphone,myPhone_Prime_5,myPhone_Prime_5,myPhone_Prime_5
Myphone,myT10,myT10,myT10
Myphone,myT3 DTV,myT3_DTV,myT3 DTV
Myphone,myT5 DTV,myT5_DTV,myT5 DTV
Myphone,myT6 DTV,myT6_DTV,myT6 DTV
Myphone,myT6S,myT6S,myT6S
Myphone,myT8,myT8,myT8
Myphone,myT8S,myT8S,myT8S
Myphone,myWX1 Lite,myWX1_Lite,myWX1 Lite
Myphone,myWX1 Plus,myWX1_Plus,myWX1 Plus
Myphone,myWX2,myWX2,myWX2
Myphone,myWX2 Pro,myWX2_Pro,myWX2 Pro
Myphone,myX1,MY807,MY807
Myphone,myX12,myX12,myX12
Myphone,myX2,myX2,myX2
Myphone,myX3,MYX3,MYX3
Myphone,myX5,myX5,myX5
Myphone,myX8,myX8,myX8
Myphone,myX9,myX9,myX9
Myphone,myXI1,myXI1,myXI1
Myphone,myXI1 Plus,myXI1_Plus,myXI1 Plus
Myphone,myXI1 Pro,myXI1_Pro,myXI1 Pro
Myphone,myXI3,myXI3,myXI3
Myphone,neocore_E1R1,neocore_E1R1,neocore_E1R1
Myria,3G MY8300,3G_MY8300,3G
Myria,Classic MY8301,Classic_MY8301,Classic
Myria,Classic MY8301,MY8301,Classic
Myria,Compact_E2_Plus,Compact_E2_Plus,Compact_E2_Plus
Myria,Cozy MY8302,Cozy_MY8302,Cozy
Myria,Cozy MY8302,MY8302,Cozy
Myria,Fancy,Myria_Fancy,Fancy
Myria,L500,Myria_L500,Myria L500
Myria,Myria 4G MY8303,MY8303,4G
Myria,Myria FIVE,Myria_FIVE,Myria_FIVE
Myria,Myria Giant MY8304,MY8304,Giant
Myria,Myria Grand 4G,Myria_Grand_4G,Myria_Grand_4G
Myria,Myria Wide 2,Myria_Wide_2,Myria_Wide_2
Myria,Myria Wide 4G,Myria_Wide_4G,Myria_Wide_4G
Myria,Myria_L550,Myria_L550,Myria_L550
Myria,Myria_L600,Myria_L600,Myria_L600
Myros,E70 Ultra,E70_Ultra,E70 Ultra
Mystic,Android TV,R1,ATV R1
Mystic,Android TV,R2,ATV R2
Mystic,R3,R3,R3
Mystic,R4,R4,R4
Mytron,Pad_60,Pad_60,Pad_60
N-one,NpadAir,NpadAir,NpadAir
NAGU,R1,NAGU_R1,R1
NASCO,Allure_Plus,NASCO_Allure_Plus,NASCO_Allure_Plus
NASCO,CANDY2,CANDY2,CANDY2
NASCO,Hero,NAS-510,Hero
NASCO,MARS7,MARS7,MARS7
NASCO,Magic,Magic,Magic
NASCO,Magic-s,NAS-503,Magic-s
NASCO,Power Plus,Power_Plus,Power Plus
NASCO,Power Plus Pro,PowerPlusPro,Power Plus Pro
NASCO,SNAP,SNAP,SNAP
NASCO,SNAP PRO,SNAP_PRO,SNAP_PRO
NASCO,TANGO10,TANGO10,TANGO10
NASCO,Warrior,NAS-400,Warrior
NAV Global,NAV X1,NAV_X1,NAV X1
NAVA,P68,P68,P68
NAXA,NID-7011,NID-7011,NID-7011
NAXA,NID_7010,NID_7010,NID_7010
NCTC,KSTB2020,KSTB2020,KSTB2020
NCTC,KSTB2100,KSTB2100,KSTB2100
NEC,101T 　MEDIAS,NEC-101,NEC-101T
NEC,AGT10,AGT10,N8730-411
NEC,AGT10,AGT10,N8730-41101
NEC,AGT10,AGT10,N8730-41102
NEC,AGT10 D000-000039-001,D000000039,NEC-STR
NEC,CASIO G'zOne Commando 4G LTE,C811,C811 4G
NEC,Casio G'zOne Commando,C771,C771
NEC,Disney Mobile on docomoN-03E,N-03E,N-03E
NEC,G'z One IS11CA,IS11CA,IS11CA
NEC,G'zOne TYPE-L CAL21,CAL21,CAL21
NEC,G’zOne CA-201L,CA201L,CA-201L
NEC,LAVIE T11 112K1,LAVIET11112K1,LAVIE T11 112K1
NEC,LAVIE T11 11QHD1,LAVIET1111QHD1,LAVIE T11 11QHD1
NEC,LAVIE T8 8HD1,LAVIET88HD1,LAVIE T8 8HD1
NEC,LAVIE Tab 102K1,LAVIETab102K1,LAVIE Tab 102K1
NEC,LAVIE Tab E,PC-TE410JAW,PC-TE410JAW
NEC,LAVIE Tab E,PC-TE508HAW,PC-TE508HAW
NEC,LAVIE Tab E,X704F,PC-TE510HAW
NEC,LAVIE Tab E 10FHD1,LAVIETabE10FHD1,LAVIE Tab E 10FHD1
NEC,LAVIE Tab E 10FHD2,LAVIETabE10FHD2,LAVIE Tab E 10FHD2
NEC,LAVIE Tab E 7SD1,LAVIETabE7SD1,LAVIE Tab E 7SD1
NEC,LAVIE Tab E 8FHD1,LAVIETabE8FHD1,LAVIE Tab E 8FHD1
NEC,LAVIE Tab E 8HD1,LAVIETabE8HD1,LAVIE Tab E 8HD1
NEC,LAVIE Tab T10,LAVIETab10FHD3,LAVIE Tab 10FHD3
NEC,LAVIE Tab T11,LAVIETab11QHD2,LAVIE Tab 11QHD2
NEC,LAVIETab T12 12QHD1,LAVIETabT1212QHD1,LAVIE Tab T12 12QHD1
NEC,LaVieTab PC-TE508BAW,TE508BAW,PC-TE508BAW
NEC,LaVieTab PC-TE508S1W/LaVieTab PC-TE508S1L,PC-TE508S1_nec,LaVieTab PC-TE508S1
NEC,LaVieTab PC-TE510S1L,PC-TE510S1_nec,LaVieTab PC-TE510S1
NEC,LifeTouch B,LTB013,D000-000013-101
NEC,LifeTouch B,LTB018,D000-000018-001
NEC,LifeTouch B,LTB018,D000-000018-002
NEC,LifeTouch B,LTB018,D000-000018-003
NEC,LifeTouch B,LTB018,D000-000018-004
NEC,LifeTouch B,LTB018,D000-000018-101
NEC,LifeTouch B,LTB018,D000-000018-102
NEC,LifeTouch B,LTB018,D000-000018-104
NEC,LifeTouch B,LTB019G,D000-000019-002
NEC,LifeTouch B,LTB019W,D000-000019-001
NEC,LifeTouch B,LTB028,LTB-HS
NEC,LifeTouch L,D000000023,LT-TLA
NEC,LifeTouch L,D000000035,NEC-STR
NEC,LifeTouch L,D000000039,NEC-STR
NEC,LifeTouch L,LTTLA16,LT-TLA
NEC,LifeTouch L,LTTLA32,LT-TLA
NEC,LifeTouch L D000-000035-001,D000000035,NEC-STR
NEC,LifeTouch L D000-000035-002,D000000035,NEC-STR
NEC,LifeTouch Note,D000000010N,D000-000010-N
NEC,LifeTouch Note,D000000011N,D000-000011-N
NEC,LifeTouch Note,LTNA7,LT-NA7
NEC,LifeTouch Note,LTNA7F,LT-NA7F
NEC,LifeTouch S,LifeTouch_D1,D000-000001-B01
NEC,LifeTouch S,LifeTouch_D1,D000-000001-B02
NEC,LifeTouch S,LifeTouch_D1,D000-000001-C01
NEC,LifeTouch S,LifeTouch_D1,D000-000001-K01
NEC,LifeTouch S,LifeTouch_D1,D000-000001-R01
NEC,LifeTouch S,LifeTouch_D1,D000-000001-R02
NEC,LifeTouch S,LifeTouch_D1,D000-000001-R03
NEC,LifeTouch S,LifeTouch_D1,D000-000001-R04
NEC,LifeTouch S,LifeTouch_D1,D000-000001-S00
NEC,LifeTouch S,LifeTouch_D1,D000-000001-S01
NEC,LifeTouch S,LifeTouch_D1,D000-000001-S05
NEC,LifeTouch S,LifeTouch_D1,D000-000001-S25
NEC,LifeTouch S,LifeTouch_D1,D000-000001-S85
NEC,LifeTouch S,LifeTouch_D7,D000-000007-D01
NEC,LifeTouch W,LT-W1_1,D000-000002-W01
NEC,LifeTouch W,LT-W1_2,D000-000002-W02
NEC,LifeTouch W,LifeTouch_W1,D000-000002-001
NEC,M002Q-2,M002Q-2,M002Q-2
NEC,MEDIAS  X N-06E,N-06E,N-06E
NEC,MEDIAS BR IS11N,IS11N,IS11N
NEC,MEDIAS CH 101N,101N,101N
NEC,MEDIAS ES N-05D,N-05D,N-05D
NEC,MEDIAS LTE N-04D,N-04D,N-04D
NEC,MEDIAS N-04C,N-04C,N-04C
NEC,MEDIAS NE-202,NE-202,NE-202
NEC,MEDIAS NEC-101S,MAGNUM,NEC-101S
NEC,MEDIAS NEC-101S,NEC-101,NEC-101S
NEC,MEDIAS NEC-102,NEC-102,NEC-102
NEC,MEDIAS PP N-01D,N-01D,N-01D
NEC,MEDIAS TAB N-06D,N-06D,N-06D
NEC,MEDIAS TAB UL N-08D,N-08D,N-08D
NEC,MEDIAS U N-02E,N-02E,N-02E
NEC,MEDIAS U NE-103T,NE-103,NE-103T
NEC,MEDIAS W N-05E,N-05E,N-05E
NEC,MEDIAS WP N-06C,N-06C,N-06C
NEC,MEDIAS X N-04E,N-04E,N-04E
NEC,MEDIAS X N-07D,N-07D,N-07D
NEC,NE-201,NE-201,NEC-NE-201A1A
NEC,NEC PC-TE510BAL,PC-TE510BAL,PC-TE510BAL
NEC,NEC909e,NEC909e,NEC909e
NEC,PC- TS507N1S,PC-TS507N1S,LaVieTab PC-TS507N1S
NEC,PC-508T1W,508T1W,PC-TS508T1W
NEC,PC-708T1W,708T1W,PC-TS708T1W
NEC,PC-TE307N1W,PC-TE307N1W,PC-TE307N1W
NEC,PC-TE510JAW,PC-TE510JAW,PC-TE510JAW
NEC,PC-TE510N1B,LaVieTab,LaVieTab PC-TE510N1B
NEC,Tab M7 3rd Gen,LAVIET77SD1,LAVIE T7 7SD1
NELATECH,TAB8V1,TAB8V1,TAB8V1
NELATECH,V22S1,V22S1,V22S
NEO,GF214-NEO,GF214-NEO,GF214-NEO
NEO,GF215-REY,GF214-NEO,GF215-REY
NEONIQ,NQT-1013GIQ,NQT-1013GIQ,NQT-1013GIQ
NEONIQ,NQT-1014GIQ,NQT-1014GIQ,NQT-1014GIQ
NEONIQ,NQT-1014GIQA,NQT-1014GIQA,NQT-1014GIQA
NEONIQ,NQT-73GIQ,NQT-73GIQ,NQT-73GIQ
NEONIQ,NQT-73GIQ11,NQT-73GIQ11,NQT-73GIQ11
NEONIQ,NQT_7W,NQT-7W,NQT-7W
NESO,N810 i7,N810_i7_1,N810 i7
NETGREEN,H10,H10,H10
NETGREEN,M15QF6,M15QF6,M15QF6
NETGREEN,M15QF6AR,M15QF6AR,M15QF6AR
NETGREEN,M16QF9AR,M16QF9AR,M16QF9AR
NETGREEN,M16QF9ES,M16QF9ES,M16QF9ES
NETGREEN,MW75QF6,MW75QF6,MW75QF6
NETOGY,NOVA,YXU,NOVA
NETTV,NETTV,SEI500NTV,NETTV
NEWSUN,S13,S13,S13
NEWSUN,S20,S20,S20
NEWSUN,S9,S9,S9
NEWTON,H1,H1,H1
NEXA,NexaN5a,NexaN5a,NexaN5a
NGM Italia SRL,Android TV,R1,ATV R1
NGM Italia SRL,Android TV,R2,ATV R2
NGM Italia SRL,Danamic Now,DynamicNow,Now
NGM Italia SRL,Dynamic Racing 3,NGM_Dynamic_Racing_3,Dynamic Racing 3
NGM Italia SRL,Dynamic_Stylo,NGM_Dynamic_Stylo,NGM_Dynamic_Stylo
NGM Italia SRL,E407,E407,E407
NGM Italia SRL,E451,E451,E451
NGM Italia SRL,E505 Plus,E505plus,E505plus
NGM Italia SRL,E506plus,E506plus,E506plus
NGM Italia SRL,E553,E553,E553
NGM Italia SRL,Endurance,ForwardEndurance,ForwardEndurance
NGM Italia SRL,ForwardZero,ForwardZero,ForwardZero
NGM Italia SRL,Forward_Prime,Forward_Prime,Forward_Prime
NGM Italia SRL,Infinity,Infinity,Infinity
NGM Italia SRL,LIFE,Life,Life
NGM Italia SRL,M500,NGM_M500,NGM M500
NGM Italia SRL,M502,M502,M502
NGM Italia SRL,NGM Youcolor E400,E400,E400
NGM Italia SRL,NGM Youcolor E450,E450,E450
NGM Italia SRL,NGM Youcolor E501,E501,E501
NGM Italia SRL,NGM Youcolor E505,E505,E505
NGM Italia SRL,NGM Youcolor E506,E506,E506
NGM Italia SRL,NGM Youcolor E507,E507,E507
NGM Italia SRL,P503,NGM_P503,NGM P503
NGM Italia SRL,P508,P508,P508
NGM Italia SRL,P509,NGM_P509,P509
NGM Italia SRL,P550,NGM_P550,NGM P550
NGM Italia SRL,P551,NGM_P551,P551
NGM Italia SRL,P552,NGM_P552,P552
NGM Italia SRL,Ruby,ForwardRuby,Forward Ruby
NGM Italia SRL,Ruby,ForwardRuby,ForwardRuby
NGM Italia SRL,Smart5,Smart5,Smart5
NGM Italia SRL,Smart5.5,Smart55,Smart5.5
NGM Italia SRL,Smart5.5Plus,Smart55Plus,Smart5.5Plus32GB
NGM Italia SRL,Smart5Plus,Smart5Plus,Smart5Plus
NOA Mobile,Forte_se,Forte_se,Forte_se
NOA Mobile,Fresh 4G,Fresh_4G,Fresh_4G
NOA Mobile,Hummer,Hummer,Hummer
NOA Mobile,Hummer_2019_R,Hummer_2019_R,Hummer_2019_R
NOA Mobile,N1,N1,N1
NOA Mobile,N10,NOA_N10,N10
NOA Mobile,N20,NOA_N20,N20
NOA Mobile,N7,NOA_N7,N7
NOA Mobile,N8,NOA_N8,NOA_N8
NOA Mobile,NOA_F10_Pro_EEA,NOA_F10_Pro,F10 Pro
NOA Mobile,NOA_N20,NOA_N20,N20
NOA Mobile,NOA_P1,NOA_P1,P1
NOA Mobile,NextSE,NextSE,NextSE
NOA Mobile,P1,NOA_P1,P1
NOA Mobile,Primo_4G,Primo_4G,Primo_4G
NOA Mobile,SPRINT 4G,SPRINT4G,SPRINT4G
NOA Mobile,SparkSE,SparkSE,SparkSE
NOA Mobile,Vivo 4G_r,Vivo4G_r,Vivo 4G_r
NOGA,NOGA101GHD,NOGA101GHD,NOGAPAD101GHD
NOGA,NOGA7G,NOGA7G,NOGAPAD7G
NOGA,NOGAPAD101GHD,NOGAPAD101GHD,NOGAPAD101GHD
NOGA,NOGAPAD101XTREME,NOGAPAD101XTREME,NOGAPAD101XTREME
NOGA,NOGAPAD7G,NOGAPAD7G,NOGAPAD7G
NOVATAB,T10,NOVAT-10,NOVAT-10
NOVOJOY,NV10,NV10,NV10
NOWO,DV 8535 4K,DV8535-KPN,DV 8535 4K
NOWO,DV 8935 X4,DV8935-KPN,DV 8935 X4
NSPRE,NX-20PRO1,NX-20PRO1,NX-20PRO1
NVIDIA,SHIELD Android TV,foster,SHIELD Android TV
NVIDIA,SHIELD Android TV,foster,SHIELD Console
NVIDIA,SHIELD TV,darcy,SHIELD Android TV
NVIDIA,SHIELD TV,sif,SHIELD Android TV
NVIDIA,SHIELD TV Pro,mdarcy,SHIELD Android TV
NVIDIA,SHIELD Tablet,shieldtablet,SHIELD Tablet
NVIDIA,Shield,roth,SHIELD
NVIDIA,TegraNote,tegranote,Tegra Note 7
NVIDIA,TegraNote,tegranote,TegraNote-P1640
NVIDIA,TegraNote,tegranote,TegraNote-Premium
NVIDIA,TegraNote,tegranote7c,Tegra Note 7
NW(NORWIN),NW1,NW1,NW1
NYX Mobile,A1,NYX_A1,NYX_A1
NYX Mobile,ARGON,ARGON,ARGON
NYX Mobile,B1,B1,B1
NYX Mobile,BLINK,BLiNK,BLiNK
NYX Mobile,Click,Click,Click
NYX Mobile,Cobalt,Cobalt,Cobalt
NYX Mobile,FIT,FIT,FIT
NYX Mobile,GLAM,GLAM,GLAM
NYX Mobile,GO-X,GO-X,GO-X
NYX Mobile,HIT,NYX_HIT,NYX_HIT
NYX Mobile,ICE,ICE,ICE
NYX Mobile,KiN,KiN,KiN
NYX Mobile,L604,L604,L604
NYX Mobile,NICKEL,NICKEL,NICKEL
NYX Mobile,NOBA,NOBA,NOBA
NYX Mobile,REX,Rex,Rex
NYX Mobile,SENSE,SENSE,SENSE
NYX Mobile,SEVEN,SEVEN,SEVEN
NYX Mobile,SHADE,NYX_SHADE,NYX_SHADE
NYX Mobile,SILVERGT,SILVERGT,SILVER
NYX Mobile,SILVERMX,SILVERMX,SILVER
NYX Mobile,Scorpio,Scorpio,Scorpio
NYX Mobile,TQ14,TQ14,TQ14
NYX Mobile,UMBRA,UMBRA,UMBRA
NYX Mobile,WIDE,WIDE,WIDE
Nabi,2 Tablet,mt799,NABI2-NV7A
Nabi,2S Tablet,nabi2S,SNB02-NV7A
Nabi,American Girl Tablet,NBTY07SMKG,NBTY07SMKG
Nabi,Barbie Tablet,NBTY07SMKG,NBTY07SMKG
Nabi,"Big Tab HD™ 20""",DMTAB-NV20A,DMTAB-NV20A
Nabi,"Big Tab HD™ 24""",DMTAB-NV24A,DMTAB-NV24A
Nabi,DreamTab HD8 Tablet,DMTAB,DMTAB-IN08A
Nabi,DreamTab HD8 Tablet,t8400n,DMTAB-NV08B
Nabi,Fisher Price Learning Tablet,NBFP07PMKG,NBFP07PMKG
Nabi,Hot Wheels Tablet,NBTY07SMKG,NBTY07SMKG
Nabi,TOY 7,NBTY07SMKG,NBTY07SMKG
Nanho,F101,F101,F101
Nano,4K Smart TV,gangbyeon,nano 4K AI Smart TV
Nano,EU、UK、AP,martin,Nano Android TV
Nano,Smart TV,mateo,2K PA Smart TV
Nano,Smart TV,osaki,nano 2K AI Smart TV
Nano,Thailand,guandu,Nano Android TV
Nano,Thailand,tamachi,Nano FHD Android TV
Nano,Thailand,yeongdeungpo,Nano UHD Android TV
NanoTech,Nuvola NP-1,nuvola,Nuvola NP-1
Naomi Phone,Ambar,NAOMIPHONE_Ambar,NAOMIPHONE Ambar
Natcom,X1LTE,X1LTE,X1LTE
Nautilus,NFTM-LAR,nftm_lar,NFTM-LAR
Nautilus,NFTM-MED,nftm_med,NFTM-MED
Nautilus,NFTM-SMA,nftm_sma,NFTM-SMA
Nautilus,NFTM-XSMA,nftm_xsma,NFTM-XSMA
Navcity,NAVCITY NP-752,NP_752,NP-752
Navcity,NAVCITY NP-852,NP-852,NP-852
Navcity,NAVCITY NP-855,NP_855,NP-855
Navcity,NP-752GO,NP-752Go,NP-752Go
Navcity,NP-852,NP-852,NP-852
Navcity,NP-855,NP-855,NP-855
Navcity,NP752,NP752,NP-752
Navcity,NT-1714,NT1714,NT-1714
Navcity,NT-1716,NT-1716,NT-1716
Navitel,NAVITEL_T757LTE_EEA,NAVITEL_T757LTE,NAVITEL_T757LTE
Navitel,Navitel T700 3G Navi,NAVITEL_T700_3G_NAVI,NAVITEL T700 3G NAVI
Navitel,T500 3G,T500_3G,T500 3G
Navitel,T505PRO,T505PRO,T505PRO
Navitel,T700_3G_Pro,T700_3G_Pro,NAVITEL T700 3G PRO
Navitel,T707_3G,T707_3G,NAVITEL T707 3G
Navitel,T737PRO,T737PRO,T737PRO
Navon,D455,D455,D455
Navon,D504,D504,D504
Navon,F552,F552,NAVON F552
Navon,IQ7,IQ7,IQ7
Navon,Infinity,Infinity,Navon_Infinity
Navon,M505,M505_4G,M505_4G
Navon,Navon Supreme  Pure,Supreme_Pure,Navon Supreme Pure
Navon,NavonOrpheus3G2020,NavonOrpheus3G2020,NavonOrpheus3G2020
Navon,Navon_IQ7_2020,Navon_IQ7_2020,IQ7
Navon,Navon_IQ8_2021,Navon_IQ8_2021,IQ8
Navon,Navon_IQ8_2021,Navon_SPT1100,Navon_SPT1100
Navon,Navon_Orpheus_3G,Navon_Orpheus_3G,Navon Orpheus 3G
Navon,Pad 10,Pad_10,Pad_10
Navon,Platinum 10 3G,Platinum_10_3G,Platinum 10 3G
Navon,Platinum 10 3G,Platinum_10_3G_V2,Platinum_10_3G_V2
Navon,Platinum103G2019,Platinum103G2019,Platinum103G2019
